id,user_id,title,created_at,updated_at
62e72715-e025-4689-87bf-990fbacd1ba2,70258133-c6e3-4036-8f59-979e354c29a2,Prove: sin²θ + cos²θ = 1,2026-02-19 02:10:45.678005,2026-02-19 02:11:01.655532
6a9204c9-ff17-4ccc-ab78-c31361d63f85,70258133-c6e3-4036-8f59-979e354c29a2,A 5.8 g sample of sodium reacts completely with wa...,2026-02-19 02:47:16.539485,2026-02-19 02:47:18.852829
bec0235c-f867-4724-9291-6295a5c68388,70258133-c6e3-4036-8f59-979e354c29a2,Write electronic configuration of Sodium (Na),2026-02-19 04:45:05.119948,2026-02-19 04:45:09.772430
af6d8960-14e8-4a94-a3cc-4b803ecf753a,70258133-c6e3-4036-8f59-979e354c29a2,Write electronic configuration of Sodium (Na),2026-02-20 07:39:24.094298,2026-02-20 07:39:28.346268
72aafd10-6391-47b9-82f9-48c0f4734bc3,70258133-c6e3-4036-8f59-979e354c29a2,Prove: sin²θ + cos²θ = 1,2026-02-20 08:24:41.501070,2026-02-20 08:24:44.496983
351df2c2-3fd7-4156-9781-826557748e3b,a7996868-4858-45c6-b012-454e882a1746,Write electronic configuration of Sodium (Na),2026-02-20 08:36:41.306052,2026-02-20 08:36:44.135115
a09c9a39-3229-4a82-be78-645566e4efb7,c6448e0f-a8bf-4578-a0f2-eaf69ad43ef1,What is force,2026-02-20 08:50:35.114223,2026-02-20 08:50:38.745224
93a9a769-ea36-4701-b5d7-c3710600f508,0b6f220b-fbb3-49e3-86f2-d374a6c0cc92,New Conversation,2026-02-21 00:07:56.059954,2026-02-21 00:07:56.059957
8003a21b-6a98-412b-9714-22391a7796f1,70258133-c6e3-4036-8f59-979e354c29a2,A solution contains 10 g of NaCl dissolved in 250 ...,2026-02-19 04:55:26.876492,2026-02-19 04:59:26.015714
46c5f136-a3ac-45f9-afe2-bb677716953b,70258133-c6e3-4036-8f59-979e354c29a2,Prove: sin²θ + cos²θ = 1,2026-02-19 05:55:08.001819,2026-02-19 05:55:17.853814
9b92e42e-a2a5-4c58-981f-de4ff0d8d8ca,70258133-c6e3-4036-8f59-979e354c29a2,State Newtons First Law of Motion with an example,2026-02-19 06:00:31.079950,2026-02-19 06:00:35.845128
ad6f5cc7-266d-43a2-8166-e6890e914c0c,70258133-c6e3-4036-8f59-979e354c29a2,"Sir Syed Ahmed Khan founded:
a) Muslim League
b) A...",2026-02-19 06:49:12.089844,2026-02-19 06:49:15.167513
47fd7800-b576-4906-b16e-4542a4bd5dcf,a7996868-4858-45c6-b012-454e882a1746,tell me the main components of computer,2026-02-20 07:48:39.165079,2026-02-20 07:56:41.370263
8301beab-ad8a-4417-8154-b15b61911f0e,a7996868-4858-45c6-b012-454e882a1746,State Newtons First Law of Motion with an example,2026-02-20 07:57:13.618282,2026-02-20 07:57:16.897600
8fc269d6-f51a-4125-8a60-e67f573e78ad,a7996868-4858-45c6-b012-454e882a1746,Prove: sin²θ + cos²θ = 1,2026-02-20 08:02:35.720175,2026-02-20 08:02:38.927448
47965537-9992-4f6f-897a-4316883d3b5a,0b6f220b-fbb3-49e3-86f2-d374a6c0cc92,New Conversation,2026-02-21 01:53:25.283445,2026-02-21 01:53:25.283448
1bc4cf55-6ca0-46de-8cc2-37eb2b779b4f,c6448e0f-a8bf-4578-a0f2-eaf69ad43ef1,New Conversation,2026-02-21 10:07:14.291778,2026-02-21 10:07:14.291781
e04dc8ab-d416-44b3-8d4f-529e5abeaea4,51a7c29a-d918-4f6c-8a16-cd4001827033,New Conversation,2026-02-23 08:52:50.347366,2026-02-23 08:52:50.347371
85eca68a-2fd6-4d0a-b533-bb992094db32,51c94a6f-dd40-4670-95dd-ada67b8635fb,Write electronic configuration of Sodium (Na),2026-02-24 08:09:45.816450,2026-02-24 08:09:48.548516
ed2f55be-c79c-423f-a9a6-e8ea3a1fd258,8c3868be-36c6-4e0c-8645-24dd95345d33,"what is  ohms law, derive the equation",2026-02-24 08:17:47.583339,2026-02-24 08:17:50.001361
84ff65ac-9fca-4e1c-8796-29446565115e,2163c79b-9f44-4840-ab6b-27a2453456fd,what is ohams law,2026-02-24 17:13:27.021801,2026-02-24 17:13:30.094468
5dc5ebd4-d1fb-4799-9171-63ade86e3694,70a8e1eb-bdd3-412f-bab5-4a7a91de5595,New Conversation,2026-02-24 18:00:46.983762,2026-02-24 18:00:46.983765
c9b67112-8458-481c-8b46-7311bfdee6e3,ee96a6e7-8f16-4e76-a35c-e009287b6f7c,New Conversation,2026-02-27 08:22:33.041571,2026-02-27 08:22:33.041573
f198f2a7-0f7f-4ca6-8643-0c867c3020e9,70258133-c6e3-4036-8f59-979e354c29a2,Prove: sin²θ + cos²θ = 1,2026-03-02 08:36:46.690080,2026-03-02 08:36:49.564951
39bb686d-c550-423c-81cb-f69baf45092c,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 14:42:27.486999,2026-03-26 14:42:27.487002
16c8a0c4-5794-4a8c-a196-bf2ca2d7ede2,70258133-c6e3-4036-8f59-979e354c29a2,State Newtons First Law of Motion with an example,2026-03-03 04:49:57.540915,2026-03-03 04:51:06.551340
5932df71-c42b-4ccb-9f29-13216ef41115,2a03a05d-2e3e-436c-abb9-a28eae727213,New Conversation,2026-03-06 15:48:57.759846,2026-03-06 15:48:57.759849
412a6cdf-d8f6-461b-9b71-3c72527d822c,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 14:22:29.285853,2026-03-26 14:22:29.285855
fff11858-0ac3-4d11-a304-b0e5bbc9f6a8,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 16:15:58.907663,2026-03-26 16:15:58.907666
5148a677-4d92-4bb4-9e86-d00d34a53ac9,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 17:28:11.674185,2026-03-26 17:28:11.674189
24537c99-96a4-46ee-90c7-2102a9664f00,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 17:29:32.439963,2026-03-26 17:29:32.439965
1f597e68-6584-4cb5-8426-ebc2af098fc0,51c94a6f-dd40-4670-95dd-ada67b8635fb,New Conversation,2026-03-26 17:56:23.682861,2026-03-26 17:56:23.682864
95711b7a-b3fb-40a0-b40d-1ca210018836,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 17:58:42.447659,2026-03-26 17:58:42.447662
7a3a57c0-cb03-4be2-8674-ed8150fc7a95,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-26 18:21:34.671202,2026-03-26 18:21:34.671204
f1e73ede-4945-4fef-ae6d-d07ba69d19c2,70258133-c6e3-4036-8f59-979e354c29a2,what is cell,2026-03-26 18:41:34.465660,2026-03-26 18:48:49.329893
a514d58f-748d-4013-a621-df788acbd559,4d83c673-f70d-451e-8a98-799ea1a2ee66,what is cell?,2026-03-27 06:05:43.488862,2026-03-27 06:07:13.292776
62b2eca3-89c9-4aba-9dd4-1b40917461cb,8df4ba48-6eb2-49a1-9497-086578f827a5,New Conversation,2026-04-03 11:23:43.331858,2026-04-03 11:23:43.331861
e2ac0962-2f3c-4f2e-bd73-9f8a42b4390c,4d83c673-f70d-451e-8a98-799ea1a2ee66,show figure on phases of mitosis,2026-04-03 11:23:21.116519,2026-04-03 11:34:17.660790
5816adfa-81f2-4bbc-884a-04ef245dc4ce,0b6f220b-fbb3-49e3-86f2-d374a6c0cc92,what is cell?,2026-03-27 10:48:50.182084,2026-03-27 10:59:08.330796
4cc5bca6-1d1c-4873-b331-116c45098eaa,51c94a6f-dd40-4670-95dd-ada67b8635fb,Generate a paper from chapter 3 with 5 MCQs 3 shor...,2026-03-27 11:00:58.328563,2026-03-27 11:01:00.223296
ba5fcd0a-1be1-40e4-94fd-efecbfdf2437,4d83c673-f70d-451e-8a98-799ea1a2ee66,show figure on phases of mitosis,2026-04-03 11:34:15.418645,2026-04-03 11:34:21.185596
a070792e-44ae-4eb7-88f9-8706ba147f46,0b6f220b-fbb3-49e3-86f2-d374a6c0cc92,what is cell?,2026-03-27 13:08:36.005384,2026-03-27 13:09:23.268820
03ae997f-1e75-41f9-9482-89770ab5ef3d,70258133-c6e3-4036-8f59-979e354c29a2,New Conversation,2026-03-29 14:33:36.956667,2026-03-29 14:33:36.956670
b8c3868a-8407-4c14-b3c8-54b96b1abfba,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-03 15:38:10.514925,2026-04-03 15:38:10.514928
f1f9f652-c85b-4068-b681-5d1bef00fd8b,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell?,2026-03-30 04:52:20.491429,2026-03-30 04:54:23.993315
e86ea20a-c8bf-4b73-b24d-d2e8dee356e9,4d83c673-f70d-451e-8a98-799ea1a2ee66,New Conversation,2026-03-30 06:15:15.133375,2026-03-30 06:15:15.133377
bb921ea9-740e-47c7-8b68-c5833ed14ddb,51c94a6f-dd40-4670-95dd-ada67b8635fb,New Conversation,2026-03-30 06:52:41.088190,2026-03-30 06:52:41.088193
9b449fae-11a8-4e42-99e9-d129adf68b7e,51c94a6f-dd40-4670-95dd-ada67b8635fb,New Conversation,2026-03-30 07:01:16.615340,2026-03-30 07:01:16.615343
d58a4728-6f34-4b31-8ac5-025d0dc5adc4,049503ac-d2aa-4410-91a7-899e95b61761,Name two common monosaccharides and two disacchari...,2026-03-31 09:43:51.739557,2026-03-31 09:52:06.106825
62f028cc-5d5c-499e-b112-9a86c7e47912,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell?,2026-03-30 07:04:09.910632,2026-03-30 07:04:28.497400
27260d55-347d-4fc1-9410-105ed3000482,4d83c673-f70d-451e-8a98-799ea1a2ee66,whar is artifical PROPAGATION,2026-03-30 07:08:54.856639,2026-03-30 07:08:58.036504
fe33b6cc-5fc9-4fe3-8725-b82c97982d3f,4d83c673-f70d-451e-8a98-799ea1a2ee66,show figure on von neumann compter architecture,2026-04-03 11:35:35.158247,2026-04-03 11:37:18.059491
b572f6a2-07c0-42e2-94bb-57eed927ca31,4d83c673-f70d-451e-8a98-799ea1a2ee66,show figure 1.1,2026-03-30 07:12:04.953882,2026-03-30 07:18:08.973212
fb15dac5-0c2c-4839-86f6-4f64b2554b25,8df4ba48-6eb2-49a1-9497-086578f827a5,New Conversation,2026-03-30 07:48:49.136274,2026-03-30 07:48:49.136277
1323060d-0b5e-404f-8db8-29b96fcb7a62,8df4ba48-6eb2-49a1-9497-086578f827a5,New Conversation,2026-03-30 07:53:38.262298,2026-03-30 07:53:38.262302
0697b409-ce01-4ff6-a2eb-bdb0d7ec9f9d,8df4ba48-6eb2-49a1-9497-086578f827a5,New Conversation,2026-03-30 07:53:39.334737,2026-03-30 07:53:39.334740
83e32a7c-950f-4c22-82cf-d307428d2b67,fc11b38f-fc63-463d-9a9b-3920b0e3b896,New Conversation,2026-04-03 13:32:13.345411,2026-04-03 13:32:13.345415
fe53a7cf-8780-49b4-bd35-0561cbe38ab5,51c94a6f-dd40-4670-95dd-ada67b8635fb,show figure 1.1,2026-03-30 08:46:58.184841,2026-03-30 08:47:19.241049
1ff02607-c234-47e0-9917-259cc0f76323,51c94a6f-dd40-4670-95dd-ada67b8635fb,show me figure 1.1,2026-03-30 09:13:32.438297,2026-03-30 09:13:36.682296
8719553e-8b3f-4477-a168-48014483e1ed,964b3c05-bef3-4b1a-bf58-bbbb33c8441d,New Conversation,2026-04-03 13:34:41.956871,2026-04-03 13:34:41.956874
1234e8f5-d469-4a8f-bdc2-11a36c02a87e,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell,2026-03-30 09:42:38.251486,2026-03-30 09:43:38.051902
395e8277-8ea5-4ad8-a9fb-b409128a1ff6,049503ac-d2aa-4410-91a7-899e95b61761,define two monosaccharides and disaccharides from ...,2026-03-31 09:54:11.615021,2026-03-31 09:59:35.275472
7cb07f97-63ac-4d36-9c76-c70876f02e00,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell?,2026-03-30 09:54:46.042494,2026-03-30 09:55:05.489685
ac7193c4-5d89-4e4e-a597-60c86d53a434,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-01 07:15:57.737576,2026-04-01 07:15:57.737579
a3803ca7-56d5-4f25-bd6c-aebf32ddb762,51c94a6f-dd40-4670-95dd-ada67b8635fb,show fig 1.1,2026-03-30 10:02:18.062773,2026-03-30 10:02:58.828568
9531d94e-641f-4fc8-9cb8-b0d432602c35,51c94a6f-dd40-4670-95dd-ada67b8635fb,show figure 1.1,2026-03-30 10:30:10.093425,2026-03-30 10:33:21.331634
2cef476f-a5d8-4ec5-ab43-f7a17f9db832,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-01 07:16:21.706266,2026-04-01 07:16:21.706269
f6d5dad1-bbec-4b38-96ca-542dc64e2abe,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-01 11:38:49.828614,2026-04-01 11:38:49.828617
cd8c7491-713f-4264-a363-f93267ecbac7,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell?,2026-03-30 10:33:22.110029,2026-03-30 10:36:40.482460
272acd68-e0ff-4a1f-8aff-be5b3fcc2bd3,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-01 19:27:49.370766,2026-04-01 19:27:49.370769
c6da0f15-a1d0-47d9-86ae-2bd2e1623236,fc11b38f-fc63-463d-9a9b-3920b0e3b896,New Conversation,2026-04-03 06:40:11.154836,2026-04-03 06:40:11.154839
80542e95-86d4-4872-9a15-dfdcc3fab561,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-03 09:02:36.419038,2026-04-03 09:02:36.419041
36d7d66d-f88c-4cfd-b679-c1fecb99e7e6,51c94a6f-dd40-4670-95dd-ada67b8635fb,show fig 10.1,2026-03-31 04:27:27.123512,2026-03-31 05:02:03.432355
40446ee6-3e92-4644-b313-649f6dce9e54,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell,2026-03-30 10:58:39.534872,2026-03-30 11:05:05.924373
3d70844a-100d-4cb4-bdae-0d91b459e69f,049503ac-d2aa-4410-91a7-899e95b61761,what is biodiversity,2026-03-31 05:30:27.483445,2026-03-31 05:31:29.899287
953efb21-2a0f-402a-846a-b2298ff8ea14,51c94a6f-dd40-4670-95dd-ada67b8635fb,what is cell?,2026-03-31 06:45:04.123959,2026-03-31 06:45:07.294021
080d2461-9d67-4455-8628-d44194eaf7e3,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-03 10:07:55.897065,2026-04-03 10:07:55.897068
04c10bf6-3621-4ad2-a0a7-36de65027659,51c94a6f-dd40-4670-95dd-ada67b8635fb,explain the figure 1.6,2026-03-30 11:28:36.479319,2026-03-30 11:34:24.917860
a7a8f7ba-3f5b-4c71-8718-555643172803,70258133-c6e3-4036-8f59-979e354c29a2,show fig 4.1,2026-03-27 06:22:41.843326,2026-03-30 15:35:58.878091
3b46d7ff-3474-4462-b5b7-6bd13a8bd40a,ed58b54f-aa07-48fc-9947-7f96be9fa8ea,New Conversation,2026-04-03 13:34:43.811780,2026-04-03 13:34:43.811783
a5b27982-d4b3-48bd-9101-9250bbb54a43,ed58b54f-aa07-48fc-9947-7f96be9fa8ea,New Conversation,2026-04-03 13:36:18.924745,2026-04-03 13:36:18.924748
e2e6cae4-4ada-4049-8037-6cb8a826f5e9,964b3c05-bef3-4b1a-bf58-bbbb33c8441d,what is cell,2026-04-03 10:39:52.489879,2026-04-03 10:42:09.494200
48dd73fb-4ae0-447d-9b62-dc5922e0cb35,7b37e7fc-76ac-47a7-9473-2e26d5619ec0,New Conversation,2026-04-03 13:44:09.326886,2026-04-03 13:44:09.326890
ed63ffaf-521b-4968-b3c2-189124ecb6a9,fc11b38f-fc63-463d-9a9b-3920b0e3b896,what is cell,2026-04-03 10:41:52.302535,2026-04-03 10:55:49.920379
15501311-5b39-4264-997e-67a75874e41a,51c94a6f-dd40-4670-95dd-ada67b8635fb,display von neuman architecture,2026-04-03 10:39:09.248592,2026-04-03 10:56:07.134680
fb808e73-7cb2-455f-b0aa-3a45621bfcac,8df4ba48-6eb2-49a1-9497-086578f827a5,New Conversation,2026-04-03 11:12:54.443489,2026-04-03 11:12:54.443492
8a6516c4-4f4a-4273-8efc-34dd26bfe73c,4d83c673-f70d-451e-8a98-799ea1a2ee66,show figure on von neuman architecture,2026-04-03 11:19:51.085832,2026-04-03 11:19:54.177716
0babfcad-d473-4c11-88db-08e95ecba84a,68c3c481-8938-41bc-ad1e-dfe03772671f,what is cell?,2026-04-03 18:03:54.512070,2026-04-03 18:03:57.778377
8c356245-59bd-43c5-ad5e-7a4bc3c0e227,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-03 18:29:37.094581,2026-04-03 18:29:37.094584
cdfc3ebe-a31e-48a6-bc7b-34d6167b17fb,a79d7cb0-1b58-4551-bcd1-b7e41421a9d9,New Conversation,2026-04-03 14:37:14.040063,2026-04-03 14:37:14.040065
2968b546-99a9-43f2-8aff-679b7ce6c5a8,a79d7cb0-1b58-4551-bcd1-b7e41421a9d9,New Conversation,2026-04-03 14:37:14.368940,2026-04-03 14:37:14.368943
d3fd5af3-7666-4ee5-b183-64c3aeb977d0,a79d7cb0-1b58-4551-bcd1-b7e41421a9d9,New Conversation,2026-04-03 14:37:14.766041,2026-04-03 14:37:14.766044
b8ad215d-c4f9-4947-9efb-bc1930b36896,a79d7cb0-1b58-4551-bcd1-b7e41421a9d9,New Conversation,2026-04-03 14:37:15.087829,2026-04-03 14:37:15.087831
bd2a88e2-22bf-477b-aa5e-c6ddd1df5f03,a79d7cb0-1b58-4551-bcd1-b7e41421a9d9,diagram of ameaba,2026-04-03 14:24:59.229052,2026-04-03 14:37:16.725872
f1b0ea03-1c42-4ab8-859a-c8f2990f070d,51c94a6f-dd40-4670-95dd-ada67b8635fb,New Conversation,2026-04-03 15:11:53.338091,2026-04-03 15:11:53.338092
ba0d0eee-995f-4a17-a9ba-32bb89c0a82f,049503ac-d2aa-4410-91a7-899e95b61761,what is cell,2026-04-03 15:12:56.068372,2026-04-03 15:15:14.179104
5ae56878-3c6e-42c4-9adb-608d1f4c2a6e,049503ac-d2aa-4410-91a7-899e95b61761,Major fields of Biology,2026-04-03 15:15:24.114596,2026-04-03 15:15:27.653037
e016aa3a-6541-4a65-93aa-d82589a967c6,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-03 15:16:13.736164,2026-04-03 15:16:13.736167
a8880ce2-6914-4070-b849-042c4d596143,fc11b38f-fc63-463d-9a9b-3920b0e3b896,New Conversation,2026-04-03 17:24:33.211414,2026-04-03 17:24:33.211417
4de18d87-60b3-4890-b814-5371f24694f4,22212dde-0dd1-46fd-bdc9-0dea72311b99,Give me 9th English exam answer sheet,2026-04-03 17:40:19.561511,2026-04-03 17:52:36.964593
1b40e593-64a2-4fc6-b443-4f22c841e353,fc11b38f-fc63-463d-9a9b-3920b0e3b896,what is biology?,2026-04-03 17:25:44.605983,2026-04-03 17:26:10.438505
2af40766-561f-422c-b2b0-ea0891a208d5,fc11b38f-fc63-463d-9a9b-3920b0e3b896,what is bacteria?,2026-04-03 17:13:10.576960,2026-04-03 17:29:21.626375
c41a0c08-da20-41d2-a503-761344c87ce8,0b6f220b-fbb3-49e3-86f2-d374a6c0cc92,New Conversation,2026-04-06 06:41:01.845788,2026-04-06 06:41:01.845792
92e3270e-2077-467a-bc20-c306f4466f3c,68c3c481-8938-41bc-ad1e-dfe03772671f,what is cell?,2026-04-03 20:24:42.993737,2026-04-03 20:25:42.649786
d5897a90-54fd-4dc9-863f-271ee977e475,68c3c481-8938-41bc-ad1e-dfe03772671f,New Conversation,2026-04-04 05:58:38.501073,2026-04-04 05:58:38.501077
6d09738a-c283-4469-af34-20f1c2281af5,51c94a6f-dd40-4670-95dd-ada67b8635fb,New Conversation,2026-04-06 06:40:03.484894,2026-04-06 06:40:03.484897
fc774626-6458-471a-b62d-c2eaea81edb8,68c3c481-8938-41bc-ad1e-dfe03772671f,what is cell?,2026-04-04 05:18:43.212088,2026-04-04 05:32:19.396400
4b74bd78-affb-46c4-aec5-222ad2c64563,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-06 06:42:18.231024,2026-04-06 06:42:18.231027
42da92e5-ac4a-471d-8fd3-c1732adb6523,4d83c673-f70d-451e-8a98-799ea1a2ee66,New Conversation,2026-04-06 08:05:46.492490,2026-04-06 08:05:46.492494
d6215069-5ab9-4713-aca1-028b662cbee6,049503ac-d2aa-4410-91a7-899e95b61761,New Conversation,2026-04-06 08:59:37.643577,2026-04-06 08:59:37.643580
2755fb11-8f1c-426d-a696-d11433b6bdeb,68c3c481-8938-41bc-ad1e-dfe03772671f,State Newtons First Law of Motion with an example,2026-04-06 09:08:35.581168,2026-04-06 09:16:23.439882
